row,spam,to_multiple,from,cc,sent_email,time,image,attach,dollar,winner,inherit,viagra,password,num_char,line_breaks,format,re_subj,exclaim_subj,urgent_subj,exclaim_mess,number
2114,0,0,1,0,0,2/16/2012 7:52,0,0,0,no,0,0,0,25.101,635,1,0,0,0,1,small
2115,0,0,1,0,1,2/16/2012 8:00,0,0,0,no,0,0,0,0.458,14,1,1,0,0,2,small
2116,0,0,1,0,0,2/16/2012 8:00,0,0,0,no,0,0,0,25.959,648,1,0,0,0,1,small
2117,0,0,1,0,0,2/16/2012 8:06,0,0,8,no,1,0,0,11.427,249,1,0,0,0,9,small
2118,0,0,1,0,0,2/16/2012 8:10,0,0,0,no,0,0,0,25.572,643,1,0,0,0,1,small
2119,0,0,1,0,0,2/16/2012 8:25,0,0,0,no,0,0,0,25.093,635,1,0,0,0,1,small
2120,0,1,1,0,0,2/16/2012 8:29,0,0,0,no,0,0,4,0.413,19,0,0,0,0,0,none
2121,0,0,1,0,0,2/16/2012 8:47,0,0,0,no,0,0,0,3.199,26,1,0,0,0,1,small
2122,0,0,1,0,0,2/16/2012 9:03,0,0,0,no,0,0,0,0.517,20,1,0,0,0,2,none
2123,0,1,1,0,1,2/16/2012 9:26,0,0,0,no,0,0,0,1.132,24,1,0,0,0,0,none
2124,0,0,1,4,1,2/16/2012 9:56,0,0,0,no,0,0,0,1.791,41,1,1,0,0,2,small
2125,0,0,1,0,1,2/16/2012 9:59,0,0,0,no,0,0,0,2.266,68,1,1,0,0,8,small
2126,0,0,1,0,0,2/16/2012 10:21,0,0,0,no,0,0,0,26.904,665,1,0,0,0,1,small
2127,0,0,1,0,0,2/16/2012 10:33,0,0,0,no,0,0,0,11.002,209,1,0,0,0,5,small
2128,0,1,1,0,0,2/16/2012 10:35,0,0,0,no,0,0,0,6.988,156,1,0,1,0,7,small
2129,0,0,1,1,0,2/16/2012 10:48,0,0,0,no,0,0,0,0.353,19,0,0,0,0,0,none
2130,0,0,1,0,0,2/16/2012 10:49,0,0,0,no,0,0,0,6.457,134,1,0,0,0,1,small
2131,0,0,1,0,0,2/16/2012 11:21,0,0,2,no,0,0,0,9.585,150,1,0,1,0,14,small
2132,0,0,1,4,0,2/16/2012 11:48,0,0,0,no,0,0,0,2.117,36,1,1,0,0,4,small
2133,0,0,1,0,0,2/16/2012 12:05,0,0,21,no,0,0,0,16.182,553,1,0,0,0,3,small
2134,0,0,1,0,0,2/16/2012 12:10,0,0,0,no,0,0,0,7.011,183,1,0,0,0,1,big
2135,0,0,1,0,1,2/16/2012 12:10,0,0,0,no,0,0,0,0.239,4,1,0,0,0,0,none
2136,0,0,1,0,0,2/16/2012 12:31,0,0,0,no,0,0,0,28.464,693,1,0,0,0,1,small
2137,0,0,1,0,1,2/16/2012 12:42,0,0,0,no,0,0,0,1.763,45,1,1,0,0,0,small
2138,0,0,1,0,0,2/16/2012 14:12,0,0,0,no,0,0,0,25.579,642,1,0,0,0,1,small
2139,0,0,1,0,1,2/16/2012 14:22,0,0,0,no,0,0,0,4.777,187,1,0,0,0,1,big
2140,0,1,1,0,0,2/16/2012 14:22,0,0,0,no,0,0,0,3.233,48,0,0,1,0,2,small
2141,0,0,1,0,0,2/16/2012 14:32,0,0,1,no,0,0,0,0.517,17,0,0,0,0,0,small
2142,0,0,1,0,0,2/16/2012 15:13,0,0,0,no,0,0,0,0.574,17,0,1,0,0,0,none
2143,0,0,1,0,1,2/16/2012 15:15,0,0,0,no,0,0,0,0.715,13,0,0,0,0,0,big
2144,0,0,1,0,0,2/16/2012 15:40,0,0,0,no,0,0,0,22.475,319,1,0,0,0,1,small
2145,0,1,1,31,0,2/16/2012 16:14,0,0,0,no,0,0,0,2.077,19,0,0,0,0,1,small
2146,0,0,1,0,0,2/16/2012 16:27,0,0,0,no,0,0,0,25.385,638,1,0,0,0,2,small
2147,0,0,1,1,1,2/16/2012 17:40,0,0,0,no,0,0,0,23.519,515,1,1,0,0,13,small
2148,0,0,1,0,0,2/16/2012 17:57,0,0,2,yes,0,0,0,10.907,153,1,0,1,0,12,small
2149,0,0,1,0,0,2/16/2012 20:20,0,0,11,no,0,0,0,16.341,357,1,0,1,0,2,small
2150,0,0,1,0,0,2/16/2012 20:30,0,0,0,no,0,0,0,27.182,671,1,0,0,0,1,small
2151,1,0,1,0,0,2/16/2012 21:43,0,0,0,no,0,0,0,3.01,111,1,0,1,0,1,big
2152,0,0,1,0,0,2/17/2012 1:28,3,7,0,no,0,0,0,22.428,498,1,0,0,0,47,small
2153,0,0,1,0,0,2/17/2012 1:52,0,0,0,no,0,0,0,9.61,196,1,0,0,0,31,small
2154,1,0,1,0,0,2/17/2012 4:24,0,0,0,no,0,0,0,1.391,14,0,0,0,0,0,none
2155,0,0,1,0,0,2/17/2012 5:08,0,0,0,no,0,0,0,7.116,121,1,0,0,0,1,small
2156,0,1,1,0,0,2/17/2012 5:27,0,0,0,no,0,0,0,34.473,446,0,0,0,0,0,small
2157,0,0,1,0,0,2/17/2012 5:55,0,0,1,no,0,0,0,38.726,513,1,0,0,0,12,small
2158,0,0,1,0,0,2/17/2012 6:22,0,0,0,no,0,0,0,72.806,1045,1,0,0,0,3,small
2159,0,1,1,1,0,2/17/2012 6:33,0,0,0,no,0,0,0,1.019,31,0,1,0,0,0,small
2160,0,0,1,0,0,2/17/2012 6:52,0,0,4,no,0,0,0,9.989,299,1,0,0,0,1,small
2161,0,0,1,0,1,2/17/2012 7:02,0,0,1,no,0,0,0,2.531,39,0,1,0,0,0,small
2162,0,1,1,0,1,2/17/2012 7:08,0,0,0,no,0,0,0,0.781,22,1,0,0,0,6,small
2163,0,1,1,0,0,2/17/2012 7:11,0,0,0,no,0,0,0,7.183,254,1,1,0,0,17,big
2164,0,1,1,0,1,2/17/2012 7:33,0,0,0,no,0,0,0,5.967,247,1,1,0,0,12,big
2165,0,0,1,0,1,2/17/2012 7:50,0,0,0,no,0,0,0,0.654,18,1,0,0,0,2,none
2166,1,0,1,0,0,2/17/2012 7:50,0,0,0,no,0,0,0,1.396,14,0,0,0,0,0,none
2167,0,0,1,0,1,2/17/2012 7:59,0,0,0,no,0,0,0,0.266,4,1,0,0,0,0,none
2168,0,0,1,0,1,2/17/2012 8:00,0,0,0,no,0,0,2,10.81,295,1,0,0,0,9,big
2169,0,0,1,2,1,2/17/2012 8:03,0,0,0,no,0,0,0,23.466,552,1,1,0,0,12,big
2170,0,0,1,0,0,2/17/2012 8:05,0,0,16,no,1,0,0,20.34,404,1,0,0,0,21,small
2171,0,0,1,0,1,2/17/2012 8:25,0,0,0,no,0,0,2,11.355,314,1,0,0,0,9,big
2172,0,0,1,0,1,2/17/2012 8:32,0,0,0,no,0,0,0,2.026,62,1,1,0,0,6,small
2173,0,1,1,0,0,2/17/2012 8:49,0,1,0,no,0,0,0,1.034,41,0,0,0,0,0,small
2174,0,0,1,0,0,2/17/2012 8:53,0,0,0,no,0,0,0,1.102,27,1,0,0,0,0,none
2175,0,0,1,0,0,2/17/2012 8:56,0,0,0,no,0,0,0,24.482,623,1,0,0,0,1,small
2176,0,0,1,0,0,2/17/2012 9:15,0,0,4,no,0,0,0,10.144,148,1,0,1,0,18,small
2177,0,1,1,0,1,2/17/2012 9:55,0,0,0,no,0,0,0,3.592,91,1,1,0,0,10,small
2178,0,0,1,0,0,2/17/2012 10:27,0,0,0,no,0,0,0,24.761,627,1,0,0,0,1,small
2179,0,0,1,0,0,2/17/2012 10:34,0,0,0,no,0,0,0,25.907,650,1,0,0,0,1,small
2180,0,0,1,0,0,2/17/2012 10:37,0,0,0,no,0,0,0,25.69,644,1,0,0,0,1,small
2181,0,0,1,0,0,2/17/2012 11:28,0,0,0,no,0,0,0,95.308,2355,1,0,0,0,915,small
2182,0,0,1,0,0,2/17/2012 11:36,0,0,0,no,0,0,0,7.538,137,1,0,0,0,5,small
2183,0,0,1,0,0,2/17/2012 11:41,0,0,0,no,0,0,0,25.354,638,1,0,0,0,1,small
2184,0,0,1,1,1,2/17/2012 11:51,0,0,0,no,0,0,0,5.95,168,1,0,0,0,5,big
2185,0,1,1,0,1,2/17/2012 11:55,0,0,0,no,0,0,0,9.548,394,1,1,0,0,18,big
2186,0,1,1,0,0,2/17/2012 12:43,0,0,0,no,0,0,0,10.383,137,0,0,0,0,0,small
2187,0,1,1,0,0,2/17/2012 13:01,0,0,0,no,0,0,0,1.033,26,0,0,0,0,0,none
2188,0,1,1,0,0,2/17/2012 13:18,2,2,0,yes,0,0,0,18.315,417,1,0,1,0,35,big
2189,0,0,1,0,0,2/17/2012 13:47,0,0,0,no,0,0,0,3.708,75,1,0,0,0,1,small
2190,0,0,1,0,0,2/17/2012 14:00,0,0,0,no,0,0,0,24.644,626,1,0,0,0,1,small
2191,1,0,1,0,0,2/17/2012 14:04,0,0,0,no,0,0,0,1.396,14,0,0,0,0,0,none
2192,0,0,1,0,0,2/17/2012 14:11,0,0,0,no,0,0,0,25.731,642,1,0,0,0,1,small
2193,0,0,1,0,0,2/17/2012 14:11,0,0,16,no,0,0,0,66.956,1235,1,0,0,0,1,small
2194,0,1,1,0,0,2/17/2012 14:11,0,0,0,no,0,0,0,7.485,89,0,0,0,0,0,small
2195,0,0,1,0,1,2/17/2012 14:54,0,1,0,no,0,0,0,0.004,2,0,0,0,0,0,none
2196,0,0,1,4,1,2/17/2012 14:58,0,0,0,no,0,0,0,1.138,58,0,1,0,0,9,small
2197,0,0,1,1,1,2/17/2012 15:12,0,0,0,no,0,0,0,10.159,258,1,1,0,0,5,small
2198,1,0,1,0,0,2/17/2012 15:25,0,0,0,no,0,0,0,1.301,13,0,0,0,0,0,small
2199,1,0,1,0,0,2/17/2012 16:23,1,1,0,no,0,0,0,0.116,3,1,0,0,0,0,none
2200,0,1,1,0,0,2/17/2012 16:53,0,0,0,no,0,0,0,6.912,155,1,0,0,0,5,small
2201,0,0,1,0,0,2/17/2012 17:25,0,0,0,no,0,0,0,9.383,176,1,0,0,0,3,small
2202,1,0,1,0,0,2/17/2012 17:34,0,0,0,no,0,0,0,1.396,14,0,0,0,0,0,none
2203,0,0,1,0,0,2/18/2012 2:01,0,0,0,no,0,0,0,9.929,200,1,0,0,0,32,small
2204,1,0,1,0,0,2/18/2012 3:01,0,0,0,no,0,0,0,0.496,13,1,0,0,0,0,none
2205,0,0,1,0,0,2/18/2012 3:30,0,0,0,no,0,0,0,3.819,87,1,0,1,0,8,small
2206,1,0,1,0,0,2/18/2012 3:30,0,0,0,no,0,0,0,1.954,50,0,0,0,0,6,none
2207,0,0,1,0,0,2/18/2012 4:00,0,0,0,no,0,0,3,1.422,36,1,0,1,0,1,none
2208,0,0,1,0,1,2/18/2012 4:23,0,0,0,no,0,0,4,4.033,59,1,1,0,0,0,big
2209,0,0,1,0,0,2/18/2012 5:23,0,0,0,no,0,0,0,2.432,55,1,0,0,0,6,none
2210,0,0,1,0,0,2/18/2012 5:40,0,0,2,no,0,0,0,0.592,17,0,0,0,0,0,small
2211,1,0,1,0,0,2/18/2012 5:47,0,0,0,no,0,0,0,1.299,12,0,0,0,0,0,small
2212,0,0,1,0,0,2/18/2012 6:00,0,0,0,no,0,0,0,7.521,126,1,0,0,0,1,small
2213,0,0,1,0,0,2/18/2012 8:00,0,0,6,no,1,0,0,8.651,198,1,0,0,0,5,small
2214,1,0,1,0,0,2/18/2012 8:03,0,0,1,no,0,0,0,1.412,28,1,0,0,0,0,big
2215,0,0,1,0,1,2/18/2012 8:15,0,0,2,no,0,0,0,28.441,907,1,0,0,0,8,big
2216,0,1,1,3,1,2/18/2012 8:18,1,1,0,no,0,0,0,6.428,206,1,0,0,0,10,small
2217,1,0,1,0,0,2/18/2012 8:35,0,0,0,no,0,0,0,0.833,28,1,0,0,0,0,small
2218,1,0,1,0,0,2/18/2012 8:35,0,0,0,no,0,0,0,4.705,3,1,0,0,0,1,small
2219,0,0,1,0,0,2/18/2012 8:50,0,0,0,no,0,0,0,27.884,682,1,0,0,0,1,small
2220,0,0,1,0,0,2/18/2012 9:16,0,0,0,no,0,0,0,26.586,662,1,0,0,0,1,small
2221,1,0,1,0,0,2/18/2012 10:03,0,0,0,no,0,0,0,0.814,20,0,0,0,0,0,none
2222,0,0,1,0,0,2/18/2012 10:25,0,0,0,no,0,0,0,27.723,682,1,0,0,0,1,small
2223,0,0,1,0,0,2/18/2012 11:20,0,0,0,no,0,0,5,1.999,42,0,0,0,0,1,small
2224,1,0,1,0,0,2/18/2012 14:20,0,0,0,no,0,0,0,13.698,198,0,0,0,0,0,none
2225,0,0,1,0,0,2/18/2012 14:54,0,0,0,no,0,0,0,29.643,715,1,0,0,0,2,small
2226,0,0,1,0,0,2/18/2012 14:57,0,0,0,no,0,0,0,31.042,740,1,0,0,0,2,small
2227,1,0,1,12,0,2/18/2012 16:00,0,0,2,no,0,0,0,2.09,39,0,0,1,0,0,big
2228,0,1,1,0,0,2/19/2012 1:19,0,0,0,no,0,0,0,10.786,231,1,1,0,0,7,small
2229,0,0,1,0,0,2/19/2012 1:27,0,0,0,no,0,0,0,9.603,196,1,0,0,0,31,small
2230,0,0,1,0,0,2/19/2012 1:35,0,0,0,no,0,0,0,25.46,513,1,0,0,0,0,small
2231,0,0,1,0,0,2/19/2012 8:01,0,0,14,no,1,0,0,17.796,356,1,0,0,0,17,small
2232,0,1,1,3,1,2/19/2012 10:52,0,0,0,no,0,0,0,10.747,264,1,1,0,0,4,small
2233,0,0,1,0,1,2/19/2012 10:58,0,0,0,no,0,0,0,12.862,326,1,1,0,0,2,small
2234,0,0,1,0,1,2/19/2012 10:59,0,2,0,no,0,0,0,5.778,146,1,0,0,0,0,small
2235,0,0,1,0,1,2/19/2012 11:06,0,0,4,no,0,0,0,8.12,208,1,1,0,0,10,small
2236,0,0,1,0,1,2/19/2012 11:15,0,0,2,no,0,0,0,2.317,53,1,1,0,0,0,small
2237,1,0,1,0,0,2/19/2012 11:15,0,0,0,no,0,0,0,0.394,9,0,0,0,0,0,small
2238,0,0,1,4,1,2/19/2012 11:50,0,3,0,no,0,0,0,12.531,300,1,1,0,0,4,big
2239,0,0,1,0,0,2/19/2012 12:04,0,0,8,no,0,0,0,8.691,304,1,0,0,0,2,small
2240,1,0,1,0,0,2/19/2012 13:27,0,0,4,no,9,0,0,11.742,176,1,0,1,0,0,small
2241,0,0,1,0,0,2/19/2012 13:36,0,0,6,no,0,0,0,9.246,146,1,0,1,0,8,small
2242,0,1,1,0,0,2/19/2012 19:09,0,0,0,no,0,0,0,0.623,25,0,0,0,0,0,none
2243,1,1,1,0,0,2/19/2012 19:28,0,2,0,no,0,0,0,0.537,22,0,0,0,0,3,small
2244,0,0,1,0,0,2/19/2012 20:57,0,0,0,no,0,0,0,24.518,625,1,0,0,0,1,small
2245,0,0,1,0,0,2/19/2012 21:17,0,0,0,no,0,0,0,0.72,17,0,0,0,0,2,small
2246,0,0,1,0,0,2/19/2012 22:05,0,0,0,no,0,0,0,24.751,630,1,0,0,0,2,small
2247,0,0,1,0,0,2/20/2012 1:02,0,0,0,no,0,0,0,17.429,320,1,0,0,0,4,big
2248,1,0,1,0,0,2/20/2012 3:21,0,0,5,no,0,0,0,3.215,82,1,0,0,0,0,big
2249,0,0,1,0,0,2/20/2012 5:25,0,0,0,no,0,0,0,25.131,634,1,0,0,0,1,small
2250,1,0,1,0,0,2/20/2012 5:27,0,0,0,no,0,0,0,0.238,13,0,0,0,0,0,big
2251,0,1,1,2,0,2/20/2012 5:29,2,2,0,no,0,0,0,25.254,812,1,0,0,0,31,big
2252,0,0,1,0,0,2/20/2012 5:30,0,0,0,no,0,0,0,3.856,81,1,0,0,0,0,small
2253,0,1,1,2,0,2/20/2012 5:33,1,1,0,no,0,0,0,29.007,926,1,1,0,0,33,big
2254,0,0,1,1,0,2/20/2012 6:19,0,0,0,no,0,0,0,2.883,93,0,1,0,0,0,small
2255,0,0,1,0,0,2/20/2012 8:03,0,0,10,no,1,0,0,17.383,353,1,0,0,0,17,small
2256,0,0,1,1,0,2/20/2012 8:15,0,0,0,no,0,0,0,6.282,227,0,1,0,0,0,small
2257,0,0,1,0,0,2/20/2012 8:35,0,0,0,no,0,0,0,7.284,135,1,0,0,0,0,big
2258,0,0,1,0,1,2/20/2012 8:38,0,0,0,no,0,0,0,2.855,63,1,1,0,0,0,small
2259,0,0,1,0,1,2/20/2012 8:43,0,0,0,no,0,0,0,1.3,26,1,0,0,0,0,none
2260,0,0,1,4,1,2/20/2012 8:46,0,0,0,no,0,0,0,13.629,341,1,1,0,0,6,small
2261,0,0,1,0,0,2/20/2012 9:30,0,0,0,no,0,0,0,24.681,626,1,0,0,0,1,small
2262,0,0,1,4,1,2/20/2012 9:32,0,0,0,no,0,0,0,15.588,390,1,1,0,0,6,big
2263,0,0,1,0,0,2/20/2012 10:29,0,0,0,no,0,0,0,26.175,656,1,0,0,0,1,small
2264,0,0,1,0,0,2/20/2012 10:41,0,0,2,no,0,0,0,24.904,632,1,0,0,0,1,small
2265,0,0,1,0,0,2/20/2012 10:50,0,0,2,no,0,0,0,26.687,663,1,0,0,0,1,small
2266,0,0,1,0,0,2/20/2012 10:58,0,0,0,no,0,0,0,0.667,9,1,0,0,0,0,none
2267,0,0,1,1,0,2/20/2012 11:00,0,0,0,no,0,0,0,14.526,316,1,1,0,0,0,big
2268,0,0,1,1,0,2/20/2012 11:07,0,0,0,no,0,0,0,0.397,14,0,1,0,0,0,small
2269,0,1,1,0,0,2/20/2012 11:22,0,0,0,no,0,0,0,5.242,56,0,0,0,0,0,small
2270,0,0,1,0,0,2/20/2012 11:45,0,0,0,no,0,0,0,2.375,50,0,1,0,0,0,small
2271,0,0,1,1,0,2/20/2012 11:45,0,0,0,no,0,0,0,4.001,132,0,1,0,0,0,small
2272,0,0,1,0,0,2/20/2012 12:15,0,0,46,yes,0,0,0,25.588,282,1,0,1,0,8,small
2273,0,0,1,0,0,2/20/2012 12:34,0,0,0,no,0,0,0,29.098,704,1,0,0,0,1,small
2274,0,0,1,1,1,2/20/2012 16:40,0,0,0,no,0,0,0,10.103,279,1,1,0,0,8,small
2275,1,0,1,0,0,2/20/2012 17:10,0,0,0,no,0,0,0,14.124,206,0,0,0,0,1,none
2276,0,0,1,0,0,2/20/2012 18:09,0,0,0,no,0,0,0,24.503,623,1,0,0,0,1,small
2277,0,0,1,0,0,2/20/2012 18:34,0,0,0,no,0,0,0,25.894,650,1,0,0,0,1,small
2278,0,0,1,0,0,2/20/2012 19:04,0,0,0,no,0,0,0,0.693,25,1,0,0,0,2,small
2279,0,0,1,0,0,2/20/2012 19:05,0,0,0,no,0,0,0,16.573,309,1,0,0,0,4,small
2280,0,0,1,0,0,2/20/2012 19:22,0,0,0,no,0,0,0,24.889,629,1,0,0,0,2,small
2281,0,0,1,0,0,2/20/2012 20:36,0,0,0,no,0,0,0,1.643,18,1,0,0,0,0,none
2282,1,0,1,0,0,2/20/2012 20:44,0,0,0,no,0,0,0,0.702,14,0,0,0,0,0,none
2283,1,0,1,0,0,2/21/2012 0:34,0,0,3,yes,0,0,0,2.246,61,0,0,0,0,0,big
2284,1,0,1,0,0,2/21/2012 1:20,0,0,0,no,0,0,0,1.068,14,0,0,0,0,0,small
2285,0,0,1,0,0,2/21/2012 4:00,0,0,0,no,0,0,0,2.061,73,1,0,0,0,1,small
2286,0,0,1,0,0,2/21/2012 4:00,0,0,0,no,0,0,0,6.19,129,1,0,0,0,1,small
2287,0,0,1,0,0,2/21/2012 5:50,0,0,0,no,0,0,0,3.889,84,1,0,0,0,0,small
2288,0,1,1,0,1,2/21/2012 6:32,0,4,4,no,0,0,0,7.721,164,1,0,0,0,5,small
2289,0,0,1,0,1,2/21/2012 6:42,0,0,0,no,0,0,0,16.593,435,1,0,0,0,10,small
2290,0,0,1,0,1,2/21/2012 6:43,0,0,0,no,0,0,0,2.5,61,1,1,0,0,0,small
2291,0,1,1,0,0,2/21/2012 7:01,0,0,0,no,0,0,0,5.246,56,0,0,0,0,0,small
2292,0,0,1,0,1,2/21/2012 7:32,0,0,0,no,0,0,0,2.928,79,1,1,0,0,4,small
2293,0,0,1,0,0,2/21/2012 7:43,0,0,0,no,0,0,0,2.984,28,1,0,0,0,3,small
2294,0,0,1,0,0,2/21/2012 8:07,0,0,16,no,1,0,0,17.603,356,1,0,0,0,17,small
2295,0,0,1,0,1,2/21/2012 8:32,0,0,0,no,0,0,0,11.91,312,1,0,0,0,9,big
2296,0,1,1,0,0,2/21/2012 8:55,1,2,0,no,0,0,0,1.888,35,0,0,0,0,0,none
2297,0,0,1,0,0,2/21/2012 9:01,0,0,0,no,0,0,0,24.58,626,1,0,0,0,1,small
2298,0,1,1,0,0,2/21/2012 9:33,0,0,0,no,0,0,0,11.24,159,0,0,0,0,0,small
2299,0,0,1,0,1,2/21/2012 10:35,0,0,0,no,0,0,0,8.879,203,0,1,0,0,2,small
2300,0,0,1,1,1,2/21/2012 11:27,0,0,0,no,0,0,0,16.51,428,1,1,0,0,10,small
2301,0,0,1,0,1,2/21/2012 11:27,0,0,0,no,0,0,0,4.047,98,1,1,0,0,6,small
2302,0,1,1,0,0,2/21/2012 11:27,0,0,0,no,0,0,0,0.741,27,0,0,0,0,0,none
2303,1,0,1,0,0,2/21/2012 11:35,0,0,0,no,0,0,0,0.586,12,0,0,0,0,0,small
2304,0,0,1,0,1,2/21/2012 11:58,0,0,0,no,0,0,0,1.583,38,1,0,0,0,0,small
2305,0,0,1,0,1,2/21/2012 12:00,0,0,0,no,0,0,0,5.389,136,1,1,0,0,0,small
2306,0,0,1,0,1,2/21/2012 12:08,0,0,0,no,0,0,0,16.925,382,1,0,0,0,20,big
2307,0,1,1,0,0,2/21/2012 12:48,0,0,0,no,0,0,0,3.618,49,0,0,0,0,0,none
2308,0,0,1,0,1,2/21/2012 12:53,0,0,0,no,0,0,4,6.89,129,1,1,0,0,6,big
2309,0,1,1,0,1,2/21/2012 12:54,0,0,0,no,0,0,0,0.963,20,0,0,0,0,0,none
2310,0,0,1,2,1,2/21/2012 13:23,0,0,0,no,0,0,0,26.217,633,1,1,0,0,14,big
2311,0,1,1,1,0,2/21/2012 13:24,0,0,0,no,0,0,0,0.661,12,0,0,0,0,0,none
2312,0,1,1,0,0,2/21/2012 13:30,0,0,0,no,0,0,2,1.982,49,0,0,0,0,0,none
2313,0,1,1,0,0,2/21/2012 13:30,0,1,0,no,0,0,0,1.275,23,0,0,0,0,0,none
2314,0,0,1,0,0,2/21/2012 13:41,0,0,0,no,0,0,0,4.742,167,1,0,0,0,5,big
2315,0,0,1,2,1,2/21/2012 14:07,0,0,0,no,0,0,0,0.781,28,1,1,0,0,0,small
2316,0,0,1,0,1,2/21/2012 14:15,0,0,0,no,0,0,0,5.727,139,1,1,0,0,0,small
2317,1,0,1,0,0,2/21/2012 14:20,0,0,0,no,0,0,0,13.201,189,0,0,0,0,0,none
2318,0,0,1,0,0,2/21/2012 14:53,0,0,0,no,0,0,0,3.746,98,1,0,0,0,0,small
2319,0,0,1,6,1,2/21/2012 14:55,1,1,0,no,0,0,0,30.279,983,1,1,0,0,31,big
2320,0,1,1,0,0,2/21/2012 15:02,0,0,0,no,0,0,0,12.987,168,0,0,0,0,0,small
2321,1,0,1,0,0,2/21/2012 16:11,0,0,1,no,0,0,0,0.526,22,1,0,0,0,0,small
2322,0,0,1,0,0,2/21/2012 16:29,0,0,6,no,0,0,0,9.692,152,1,0,1,0,10,small
2323,0,0,1,0,1,2/21/2012 16:59,0,0,0,no,0,0,0,0.417,20,0,0,0,0,0,small
2324,0,0,1,0,0,2/21/2012 17:33,0,1,0,no,0,0,0,19.437,253,1,0,0,0,0,small
2325,0,0,1,0,0,2/21/2012 18:15,0,0,0,no,0,0,0,64.202,1139,1,0,0,0,96,big
2326,0,1,1,68,1,2/21/2012 18:40,0,0,0,no,0,0,0,31.113,720,1,1,0,0,21,small
2327,0,0,1,0,1,2/21/2012 19:07,0,0,0,no,0,0,0,1.69,47,0,0,0,0,1,small
2328,0,0,1,0,0,2/22/2012 4:23,0,0,0,no,0,0,0,8.645,184,1,0,0,0,0,small
2329,0,1,1,1,1,2/22/2012 5:37,0,0,0,no,0,0,0,1.027,21,0,1,0,0,0,none
2330,0,1,1,0,1,2/22/2012 5:55,0,0,2,no,0,0,0,31.398,652,1,0,0,0,5,small
2331,0,0,1,0,0,2/22/2012 5:57,0,0,0,no,0,0,0,4.659,104,1,0,0,0,0,small
2332,0,1,1,0,0,2/22/2012 6:17,0,0,0,no,0,0,0,5.574,61,0,0,0,0,0,small
2333,1,1,1,0,0,2/22/2012 6:36,0,2,0,no,0,0,0,0.341,18,0,0,0,0,0,none
2334,0,0,1,0,0,2/22/2012 6:43,0,0,0,no,0,0,0,23.352,782,1,0,0,0,5,small
2335,0,0,1,0,0,2/22/2012 6:46,0,0,0,no,0,0,0,0.083,6,0,0,0,0,0,none
2336,0,0,1,1,1,2/22/2012 7:01,0,0,0,no,0,0,0,0.454,13,0,1,0,0,0,small
2337,0,1,1,0,0,2/22/2012 7:04,0,0,0,no,0,0,0,33.343,436,0,0,0,0,0,big
2338,0,0,1,0,1,2/22/2012 7:10,0,0,0,no,0,0,0,1.122,32,1,1,0,0,0,small
2339,0,0,1,0,1,2/22/2012 7:19,0,0,0,no,0,0,0,7.777,237,1,1,0,0,20,small
2340,0,0,1,0,0,2/22/2012 7:35,0,0,4,no,0,0,0,9.027,148,1,0,1,0,18,small
2341,0,1,1,0,0,2/22/2012 7:48,0,1,0,no,0,0,0,0.822,40,0,0,0,0,0,small
2342,0,0,1,0,0,2/22/2012 8:02,1,1,0,no,0,0,0,16.28,396,1,0,0,0,9,small
2343,0,0,1,0,0,2/22/2012 8:03,0,0,20,no,1,0,0,23.612,455,1,0,0,0,25,small
2344,0,0,1,0,1,2/22/2012 9:26,0,0,0,no,0,0,0,0.286,11,0,0,0,0,4,none
2345,0,0,1,0,0,2/22/2012 10:06,0,0,0,no,0,0,0,31.707,609,1,0,0,0,9,small
2346,0,0,1,0,1,2/22/2012 10:35,0,0,0,no,0,0,0,2.11,44,0,1,0,0,0,small
2347,0,0,1,1,1,2/22/2012 10:37,0,0,0,no,0,0,0,22.189,699,1,1,0,0,16,small
2348,0,1,1,0,1,2/22/2012 10:37,0,0,2,no,0,0,0,28.651,605,1,0,0,0,2,big
2349,0,0,1,0,0,2/22/2012 10:41,0,0,0,no,0,0,0,1.096,26,0,0,0,0,0,small
2350,0,0,1,0,0,2/22/2012 10:41,0,0,0,no,0,0,5,1.222,35,0,0,0,0,1,none
2351,0,0,1,0,0,2/22/2012 10:56,4,4,2,no,0,0,0,28.468,575,1,0,0,0,0,small
2352,0,0,1,0,0,2/22/2012 11:19,0,0,0,no,0,0,0,1.11,48,0,1,0,0,2,small
2353,0,0,1,3,0,2/22/2012 11:31,0,0,0,no,0,0,0,22.929,570,1,1,0,0,13,small
2354,0,0,1,0,1,2/22/2012 11:35,0,0,0,no,0,0,0,0.325,10,1,0,0,0,0,none
2355,0,0,1,0,1,2/22/2012 11:54,0,0,0,no,0,0,0,9.129,232,1,1,0,0,0,small
2356,0,0,1,0,1,2/22/2012 11:54,0,0,0,no,0,0,0,1.926,56,1,1,0,0,2,small
2357,0,0,1,1,0,2/22/2012 12:31,0,0,1,no,0,0,0,14.271,255,0,1,0,0,1,small
2358,0,0,1,0,0,2/22/2012 12:39,0,0,0,no,0,0,0,7.441,147,1,0,0,0,0,big
2359,0,0,1,0,1,2/22/2012 12:49,0,0,0,no,0,0,0,11.778,323,1,1,0,0,0,small
2360,0,1,1,0,1,2/22/2012 12:53,0,3,0,no,0,0,0,0.946,27,1,0,0,0,2,none
2361,0,0,1,0,1,2/22/2012 13:10,0,0,0,no,0,0,0,0.97,34,0,1,0,0,0,small
